id,gender,age,months,age_months_dec,stage,median_group,item,itemid,trigger,trigger_cat,issue,judgment,question_type,presentation_order,presentation_cat
ikko382of1dkgpdjc5tuhicni0,w,22,0,22,Adults,Adults,appRel2_non,appRel2,appRel,appo,non-at-issue,5,wh-Question,20,2nd half
ikko382of1dkgpdjc5tuhicni0,w,22,0,22,Adults,Adults,schaffen4_non,schaffen4,schaffen,soft,non-at-issue,5,wh-Question,21,2nd half
ikko382of1dkgpdjc5tuhicni0,w,22,0,22,Adults,Adults,cleft1_non,cleft1,cleft,hard,non-at-issue,5,wh-Question,22,2nd half
ikko382of1dkgpdjc5tuhicni0,w,22,0,22,Adults,Adults,entdecken3_at,entdecken3,entdecken,soft,at-issue,4,wh-Question,23,2nd half
ikko382of1dkgpdjc5tuhicni0,w,22,0,22,Adults,Adults,appRel9_at,appRel9,appRel,appo,at-issue,4,wh-Question,24,2nd half
ikko382of1dkgpdjc5tuhicni0,w,22,0,22,Adults,Adults,cleft4_at,cleft4,cleft,hard,at-issue,1,wh-Question,25,2nd half
ikko382of1dkgpdjc5tuhicni0,w,22,0,22,Adults,Adults,appRel10_non,appRel10,appRel,appo,non-at-issue,5,wh-Question,26,2nd half
ikko382of1dkgpdjc5tuhicni0,w,22,0,22,Adults,Adults,cleft3_non,cleft3,cleft,hard,non-at-issue,5,wh-Question,27,2nd half
ikko382of1dkgpdjc5tuhicni0,w,22,0,22,Adults,Adults,wieder1_non,wieder1,wieder,hard,non-at-issue,5,Polar Question,28,2nd half
ikko382of1dkgpdjc5tuhicni0,w,22,0,22,Adults,Adults,schaffen3_at,schaffen3,schaffen,soft,at-issue,5,wh-Question,29,2nd half
ikko382of1dkgpdjc5tuhicni0,w,22,0,22,Adults,Adults,appRel3_at,appRel3,appRel,appo,at-issue,1,wh-Question,30,2nd half
2698jqo2b9fbpm7k69oo82c8j5,w,18,0,18,Adults,Adults,appRel1_at,appRel1,appRel,appo,at-issue,2,wh-Question,1,1st half
2698jqo2b9fbpm7k69oo82c8j5,w,18,0,18,Adults,Adults,appRel7_at,appRel7,appRel,appo,at-issue,2,wh-Question,2,1st half
2698jqo2b9fbpm7k69oo82c8j5,w,18,0,18,Adults,Adults,appRel10_non,appRel10,appRel,appo,non-at-issue,5,wh-Question,3,1st half
2698jqo2b9fbpm7k69oo82c8j5,w,18,0,18,Adults,Adults,cleft4_at,cleft4,cleft,hard,at-issue,3,wh-Question,4,1st half
2698jqo2b9fbpm7k69oo82c8j5,w,18,0,18,Adults,Adults,gewinnen3_non,gewinnen3,gewinnen,soft,non-at-issue,4,Polar Question,5,1st half
2698jqo2b9fbpm7k69oo82c8j5,w,18,0,18,Adults,Adults,schaffen4_non,schaffen4,schaffen,soft,non-at-issue,5,wh-Question,6,1st half
2698jqo2b9fbpm7k69oo82c8j5,w,18,0,18,Adults,Adults,cleft2_at,cleft2,cleft,hard,at-issue,1,wh-Question,7,1st half
2698jqo2b9fbpm7k69oo82c8j5,w,18,0,18,Adults,Adults,appRel4_non,appRel4,appRel,appo,non-at-issue,5,wh-Question,8,1st half
2698jqo2b9fbpm7k69oo82c8j5,w,18,0,18,Adults,Adults,schaffen3_at,schaffen3,schaffen,soft,at-issue,2,wh-Question,9,1st half
2698jqo2b9fbpm7k69oo82c8j5,w,18,0,18,Adults,Adults,wieder2_at,wieder2,wieder,hard,at-issue,3,Polar Question,10,1st half
2698jqo2b9fbpm7k69oo82c8j5,w,18,0,18,Adults,Adults,appRel6_non,appRel6,appRel,appo,non-at-issue,4,wh-Question,11,1st half
2698jqo2b9fbpm7k69oo82c8j5,w,18,0,18,Adults,Adults,cleft1_non,cleft1,cleft,hard,non-at-issue,5,wh-Question,12,1st half
2698jqo2b9fbpm7k69oo82c8j5,w,18,0,18,Adults,Adults,wieder1_non,wieder1,wieder,hard,non-at-issue,5,Polar Question,13,1st half
2698jqo2b9fbpm7k69oo82c8j5,w,18,0,18,Adults,Adults,schaffen1_at,schaffen1,schaffen,soft,at-issue,2,wh-Question,14,1st half
2698jqo2b9fbpm7k69oo82c8j5,w,18,0,18,Adults,Adults,auch2_non,auch2,auch,hard,non-at-issue,5,Polar Question,15,1st half
2698jqo2b9fbpm7k69oo82c8j5,w,18,0,18,Adults,Adults,appRel8_non,appRel8,appRel,appo,non-at-issue,4,wh-Question,16,2nd half
2698jqo2b9fbpm7k69oo82c8j5,w,18,0,18,Adults,Adults,auch3_at,auch3,auch,hard,at-issue,3,Polar Question,17,2nd half
2698jqo2b9fbpm7k69oo82c8j5,w,18,0,18,Adults,Adults,appRel5_at,appRel5,appRel,appo,at-issue,1,wh-Question,18,2nd half
2698jqo2b9fbpm7k69oo82c8j5,w,18,0,18,Adults,Adults,gewinnen1_non,gewinnen1,gewinnen,soft,non-at-issue,4,Polar Question,19,2nd half
2698jqo2b9fbpm7k69oo82c8j5,w,18,0,18,Adults,Adults,cleft3_non,cleft3,cleft,hard,non-at-issue,5,wh-Question,20,2nd half
2698jqo2b9fbpm7k69oo82c8j5,w,18,0,18,Adults,Adults,appRel3_at,appRel3,appRel,appo,at-issue,3,wh-Question,21,2nd half
2698jqo2b9fbpm7k69oo82c8j5,w,18,0,18,Adults,Adults,auch1_at,auch1,auch,hard,at-issue,3,Polar Question,22,2nd half
2698jqo2b9fbpm7k69oo82c8j5,w,18,0,18,Adults,Adults,appRel9_at,appRel9,appRel,appo,at-issue,3,wh-Question,23,2nd half
2698jqo2b9fbpm7k69oo82c8j5,w,18,0,18,Adults,Adults,entdecken1_at,entdecken1,entdecken,soft,at-issue,5,wh-Question,24,2nd half
2698jqo2b9fbpm7k69oo82c8j5,w,18,0,18,Adults,Adults,schaffen2_non,schaffen2,schaffen,soft,non-at-issue,5,wh-Question,25,2nd half
2698jqo2b9fbpm7k69oo82c8j5,w,18,0,18,Adults,Adults,entdecken3_at,entdecken3,entdecken,soft,at-issue,4,wh-Question,26,2nd half
2698jqo2b9fbpm7k69oo82c8j5,w,18,0,18,Adults,Adults,entdecken2_non,entdecken2,entdecken,soft,non-at-issue,5,wh-Question,27,2nd half
2698jqo2b9fbpm7k69oo82c8j5,w,18,0,18,Adults,Adults,wieder3_non,wieder3,wieder,hard,non-at-issue,5,Polar Question,28,2nd half
2698jqo2b9fbpm7k69oo82c8j5,w,18,0,18,Adults,Adults,gewinnen2_at,gewinnen2,gewinnen,soft,at-issue,4,Polar Question,29,2nd half
2698jqo2b9fbpm7k69oo82c8j5,w,18,0,18,Adults,Adults,appRel2_non,appRel2,appRel,appo,non-at-issue,4,wh-Question,30,2nd half
54blvd1463nfcof4tainpg6q21,w,22,0,22,Adults,Adults,appRel3_non,appRel3,appRel,appo,non-at-issue,4,wh-Question,1,1st half
54blvd1463nfcof4tainpg6q21,w,22,0,22,Adults,Adults,appRel6_at,appRel6,appRel,appo,at-issue,2,wh-Question,2,1st half
54blvd1463nfcof4tainpg6q21,w,22,0,22,Adults,Adults,auch3_at,auch3,auch,hard,at-issue,1,Polar Question,3,1st half
54blvd1463nfcof4tainpg6q21,w,22,0,22,Adults,Adults,appRel10_at,appRel10,appRel,appo,at-issue,2,wh-Question,4,1st half
54blvd1463nfcof4tainpg6q21,w,22,0,22,Adults,Adults,wieder2_non,wieder2,wieder,hard,non-at-issue,5,Polar Question,5,1st half
54blvd1463nfcof4tainpg6q21,w,22,0,22,Adults,Adults,cleft3_at,cleft3,cleft,hard,at-issue,2,wh-Question,6,1st half
54blvd1463nfcof4tainpg6q21,w,22,0,22,Adults,Adults,appRel7_non,appRel7,appRel,appo,non-at-issue,5,wh-Question,7,1st half
54blvd1463nfcof4tainpg6q21,w,22,0,22,Adults,Adults,gewinnen3_at,gewinnen3,gewinnen,soft,at-issue,4,Polar Question,8,1st half
54blvd1463nfcof4tainpg6q21,w,22,0,22,Adults,Adults,auch2_at,auch2,auch,hard,at-issue,1,Polar Question,9,1st half
54blvd1463nfcof4tainpg6q21,w,22,0,22,Adults,Adults,auch3_non,auch3,auch,hard,non-at-issue,5,Polar Question,10,1st half
54blvd1463nfcof4tainpg6q21,w,22,0,22,Adults,Adults,appRel5_non,appRel5,appRel,appo,non-at-issue,4,wh-Question,11,1st half
54blvd1463nfcof4tainpg6q21,w,22,0,22,Adults,Adults,entdecken1_non,entdecken1,entdecken,soft,non-at-issue,4,wh-Question,12,1st half
54blvd1463nfcof4tainpg6q21,w,22,0,22,Adults,Adults,cleft4_non,cleft4,cleft,hard,non-at-issue,5,wh-Question,13,1st half
54blvd1463nfcof4tainpg6q21,w,22,0,22,Adults,Adults,entdecken2_at,entdecken2,entdecken,soft,at-issue,5,wh-Question,14,1st half
54blvd1463nfcof4tainpg6q21,w,22,0,22,Adults,Adults,wieder1_at,wieder1,wieder,hard,at-issue,1,Polar Question,15,1st half
54blvd1463nfcof4tainpg6q21,w,22,0,22,Adults,Adults,schaffen3_non,schaffen3,schaffen,soft,non-at-issue,4,wh-Question,16,2nd half
54blvd1463nfcof4tainpg6q21,w,22,0,22,Adults,Adults,appRel1_non,appRel1,appRel,appo,non-at-issue,4,wh-Question,17,2nd half
54blvd1463nfcof4tainpg6q21,w,22,0,22,Adults,Adults,auch1_non,auch1,auch,hard,non-at-issue,5,Polar Question,18,2nd half
54blvd1463nfcof4tainpg6q21,w,22,0,22,Adults,Adults,appRel2_at,appRel2,appRel,appo,at-issue,2,wh-Question,19,2nd half
54blvd1463nfcof4tainpg6q21,w,22,0,22,Adults,Adults,gewinnen1_at,gewinnen1,gewinnen,soft,at-issue,4,Polar Question,20,2nd half
54blvd1463nfcof4tainpg6q21,w,22,0,22,Adults,Adults,cleft2_non,cleft2,cleft,hard,non-at-issue,1,wh-Question,21,2nd half
54blvd1463nfcof4tainpg6q21,w,22,0,22,Adults,Adults,entdecken3_non,entdecken3,entdecken,soft,non-at-issue,4,wh-Question,22,2nd half
54blvd1463nfcof4tainpg6q21,w,22,0,22,Adults,Adults,gewinnen2_non,gewinnen2,gewinnen,soft,non-at-issue,5,Polar Question,23,2nd half
54blvd1463nfcof4tainpg6q21,w,22,0,22,Adults,Adults,schaffen2_at,schaffen2,schaffen,soft,at-issue,4,wh-Question,24,2nd half
54blvd1463nfcof4tainpg6q21,w,22,0,22,Adults,Adults,schaffen1_non,schaffen1,schaffen,soft,non-at-issue,4,wh-Question,25,2nd half
54blvd1463nfcof4tainpg6q21,w,22,0,22,Adults,Adults,appRel9_non,appRel9,appRel,appo,non-at-issue,4,wh-Question,26,2nd half
54blvd1463nfcof4tainpg6q21,w,22,0,22,Adults,Adults,appRel8_at,appRel8,appRel,appo,at-issue,2,wh-Question,27,2nd half
54blvd1463nfcof4tainpg6q21,w,22,0,22,Adults,Adults,wieder3_at,wieder3,wieder,hard,at-issue,1,Polar Question,28,2nd half
54blvd1463nfcof4tainpg6q21,w,22,0,22,Adults,Adults,appRel4_at,appRel4,appRel,appo,at-issue,2,wh-Question,29,2nd half
54blvd1463nfcof4tainpg6q21,w,22,0,22,Adults,Adults,schaffen4_at,schaffen4,schaffen,soft,at-issue,4,wh-Question,30,2nd half
8p2a9d7h7hm9031occ2uiuvpo7,w,18,0,18,Adults,Adults,gewinnen2_non,gewinnen2,gewinnen,soft,non-at-issue,5,Polar Question,1,1st half
8p2a9d7h7hm9031occ2uiuvpo7,w,18,0,18,Adults,Adults,entdecken1_non,entdecken1,entdecken,soft,non-at-issue,4,wh-Question,2,1st half
8p2a9d7h7hm9031occ2uiuvpo7,w,18,0,18,Adults,Adults,auch2_at,auch2,auch,hard,at-issue,1,Polar Question,3,1st half
8p2a9d7h7hm9031occ2uiuvpo7,w,18,0,18,Adults,Adults,wieder3_at,wieder3,wieder,hard,at-issue,1,Polar Question,4,1st half
8p2a9d7h7hm9031occ2uiuvpo7,w,18,0,18,Adults,Adults,cleft4_non,cleft4,cleft,hard,non-at-issue,5,wh-Question,5,1st half
8p2a9d7h7hm9031occ2uiuvpo7,w,18,0,18,Adults,Adults,appRel7_non,appRel7,appRel,appo,non-at-issue,5,wh-Question,6,1st half
8p2a9d7h7hm9031occ2uiuvpo7,w,18,0,18,Adults,Adults,wieder2_non,wieder2,wieder,hard,non-at-issue,5,Polar Question,7,1st half
8p2a9d7h7hm9031occ2uiuvpo7,w,18,0,18,Adults,Adults,schaffen4_at,schaffen4,schaffen,soft,at-issue,4,wh-Question,8,1st half
8p2a9d7h7hm9031occ2uiuvpo7,w,18,0,18,Adults,Adults,appRel4_at,appRel4,appRel,appo,at-issue,2,wh-Question,9,1st half
8p2a9d7h7hm9031occ2uiuvpo7,w,18,0,18,Adults,Adults,schaffen1_non,schaffen1,schaffen,soft,non-at-issue,5,wh-Question,10,1st half
8p2a9d7h7hm9031occ2uiuvpo7,w,18,0,18,Adults,Adults,cleft2_non,cleft2,cleft,hard,non-at-issue,5,wh-Question,11,1st half
8p2a9d7h7hm9031occ2uiuvpo7,w,18,0,18,Adults,Adults,gewinnen1_at,gewinnen1,gewinnen,soft,at-issue,5,Polar Question,12,1st half
8p2a9d7h7hm9031occ2uiuvpo7,w,18,0,18,Adults,Adults,wieder1_at,wieder1,wieder,hard,at-issue,2,Polar Question,13,1st half
8p2a9d7h7hm9031occ2uiuvpo7,w,18,0,18,Adults,Adults,appRel5_non,appRel5,appRel,appo,non-at-issue,5,wh-Question,14,1st half
8p2a9d7h7hm9031occ2uiuvpo7,w,18,0,18,Adults,Adults,appRel1_non,appRel1,appRel,appo,non-at-issue,5,wh-Question,15,1st half
8p2a9d7h7hm9031occ2uiuvpo7,w,18,0,18,Adults,Adults,schaffen2_at,schaffen2,schaffen,soft,at-issue,5,wh-Question,16,2nd half
8p2a9d7h7hm9031occ2uiuvpo7,w,18,0,18,Adults,Adults,gewinnen3_at,gewinnen3,gewinnen,soft,at-issue,5,Polar Question,17,2nd half
8p2a9d7h7hm9031occ2uiuvpo7,w,18,0,18,Adults,Adults,entdecken3_non,entdecken3,entdecken,soft,non-at-issue,5,wh-Question,18,2nd half
8p2a9d7h7hm9031occ2uiuvpo7,w,18,0,18,Adults,Adults,entdecken2_at,entdecken2,entdecken,soft,at-issue,5,wh-Question,19,2nd half
8p2a9d7h7hm9031occ2uiuvpo7,w,18,0,18,Adults,Adults,appRel9_non,appRel9,appRel,appo,non-at-issue,5,wh-Question,20,2nd half
8p2a9d7h7hm9031occ2uiuvpo7,w,18,0,18,Adults,Adults,auch3_at,auch3,auch,hard,at-issue,1,Polar Question,21,2nd half
8p2a9d7h7hm9031occ2uiuvpo7,w,18,0,18,Adults,Adults,appRel2_at,appRel2,appRel,appo,at-issue,1,wh-Question,22,2nd half
8p2a9d7h7hm9031occ2uiuvpo7,w,18,0,18,Adults,Adults,schaffen3_non,schaffen3,schaffen,soft,non-at-issue,4,wh-Question,23,2nd half
8p2a9d7h7hm9031occ2uiuvpo7,w,18,0,18,Adults,Adults,auch1_non,auch1,auch,hard,non-at-issue,5,Polar Question,24,2nd half
8p2a9d7h7hm9031occ2uiuvpo7,w,18,0,18,Adults,Adults,auch3_non,auch3,auch,hard,non-at-issue,5,Polar Question,25,2nd half
8p2a9d7h7hm9031occ2uiuvpo7,w,18,0,18,Adults,Adults,appRel8_at,appRel8,appRel,appo,at-issue,1,wh-Question,26,2nd half
8p2a9d7h7hm9031occ2uiuvpo7,w,18,0,18,Adults,Adults,appRel10_at,appRel10,appRel,appo,at-issue,1,wh-Question,27,2nd half
8p2a9d7h7hm9031occ2uiuvpo7,w,18,0,18,Adults,Adults,appRel6_at,appRel6,appRel,appo,at-issue,1,wh-Question,28,2nd half
8p2a9d7h7hm9031occ2uiuvpo7,w,18,0,18,Adults,Adults,appRel3_non,appRel3,appRel,appo,non-at-issue,5,wh-Question,29,2nd half
8p2a9d7h7hm9031occ2uiuvpo7,w,18,0,18,Adults,Adults,cleft3_at,cleft3,cleft,hard,at-issue,2,wh-Question,30,2nd half
sv2p129ekkpaasenjubb657l15,m,5,9,5.8,Children,Older Children,appRel4_at,appRel4,appRel,appo,at-issue,2,wh-Question,1,1st half
sv2p129ekkpaasenjubb657l15,m,5,9,5.8,Children,Older Children,appRel7_non,appRel7,appRel,appo,non-at-issue,1,wh-Question,2,1st half
sv2p129ekkpaasenjubb657l15,m,5,9,5.8,Children,Older Children,appRel9_non,appRel9,appRel,appo,non-at-issue,3,wh-Question,3,1st half
sv2p129ekkpaasenjubb657l15,m,5,9,5.8,Children,Older Children,appRel1_non,appRel1,appRel,appo,non-at-issue,5,wh-Question,4,1st half
sv2p129ekkpaasenjubb657l15,m,5,9,5.8,Children,Older Children,schaffen1_non,schaffen1,schaffen,soft,non-at-issue,5,wh-Question,5,1st half
sv2p129ekkpaasenjubb657l15,m,5,9,5.8,Children,Older Children,auch3_at,auch3,auch,hard,at-issue,3,Polar Question,6,1st half
sv2p129ekkpaasenjubb657l15,m,5,9,5.8,Children,Older Children,entdecken2_at,entdecken2,entdecken,soft,at-issue,5,wh-Question,7,1st half
sv2p129ekkpaasenjubb657l15,m,5,9,5.8,Children,Older Children,appRel3_non,appRel3,appRel,appo,non-at-issue,5,wh-Question,8,1st half
sv2p129ekkpaasenjubb657l15,m,5,9,5.8,Children,Older Children,cleft2_non,cleft2,cleft,hard,non-at-issue,4,wh-Question,9,1st half
sv2p129ekkpaasenjubb657l15,m,5,9,5.8,Children,Older Children,auch3_non,auch3,auch,hard,non-at-issue,3,Polar Question,10,1st half
sv2p129ekkpaasenjubb657l15,m,5,9,5.8,Children,Older Children,gewinnen2_non,gewinnen2,gewinnen,soft,non-at-issue,2,Polar Question,11,1st half
sv2p129ekkpaasenjubb657l15,m,5,9,5.8,Children,Older Children,auch1_non,auch1,auch,hard,non-at-issue,4,Polar Question,12,1st half
sv2p129ekkpaasenjubb657l15,m,5,9,5.8,Children,Older Children,appRel2_at,appRel2,appRel,appo,at-issue,2,wh-Question,13,1st half
sv2p129ekkpaasenjubb657l15,m,5,9,5.8,Children,Older Children,schaffen3_non,schaffen3,schaffen,soft,non-at-issue,3,wh-Question,14,1st half
sv2p129ekkpaasenjubb657l15,m,5,9,5.8,Children,Older Children,wieder1_at,wieder1,wieder,hard,at-issue,1,Polar Question,15,1st half
sv2p129ekkpaasenjubb657l15,m,5,9,5.8,Children,Older Children,appRel6_at,appRel6,appRel,appo,at-issue,3,wh-Question,16,2nd half
sv2p129ekkpaasenjubb657l15,m,5,9,5.8,Children,Older Children,cleft3_at,cleft3,cleft,hard,at-issue,5,wh-Question,17,2nd half
sv2p129ekkpaasenjubb657l15,m,5,9,5.8,Children,Older Children,appRel8_at,appRel8,appRel,appo,at-issue,5,wh-Question,18,2nd half
sv2p129ekkpaasenjubb657l15,m,5,9,5.8,Children,Older Children,appRel5_non,appRel5,appRel,appo,non-at-issue,5,wh-Question,19,2nd half
sv2p129ekkpaasenjubb657l15,m,5,9,5.8,Children,Older Children,entdecken3_non,entdecken3,entdecken,soft,non-at-issue,5,wh-Question,20,2nd half
sv2p129ekkpaasenjubb657l15,m,5,9,5.8,Children,Older Children,wieder3_at,wieder3,wieder,hard,at-issue,1,Polar Question,21,2nd half
sv2p129ekkpaasenjubb657l15,m,5,9,5.8,Children,Older Children,entdecken1_non,entdecken1,entdecken,soft,non-at-issue,4,wh-Question,22,2nd half
sv2p129ekkpaasenjubb657l15,m,5,9,5.8,Children,Older Children,cleft4_non,cleft4,cleft,hard,non-at-issue,5,wh-Question,23,2nd half
sv2p129ekkpaasenjubb657l15,m,5,9,5.8,Children,Older Children,wieder2_non,wieder2,wieder,hard,non-at-issue,3,Polar Question,24,2nd half
sv2p129ekkpaasenjubb657l15,m,5,9,5.8,Children,Older Children,auch2_at,auch2,auch,hard,at-issue,1,Polar Question,25,2nd half
sv2p129ekkpaasenjubb657l15,m,5,9,5.8,Children,Older Children,schaffen4_at,schaffen4,schaffen,soft,at-issue,1,wh-Question,26,2nd half
sv2p129ekkpaasenjubb657l15,m,5,9,5.8,Children,Older Children,schaffen2_at,schaffen2,schaffen,soft,at-issue,1,wh-Question,27,2nd half
sv2p129ekkpaasenjubb657l15,m,5,9,5.8,Children,Older Children,gewinnen1_at,gewinnen1,gewinnen,soft,at-issue,1,Polar Question,28,2nd half
sv2p129ekkpaasenjubb657l15,m,5,9,5.8,Children,Older Children,gewinnen3_at,gewinnen3,gewinnen,soft,at-issue,3,Polar Question,29,2nd half
lhd8e36fhb6ehmq40nj416bdo5,m,6,2,6.2,Children,Older Children,schaffen2_non,schaffen2,schaffen,soft,non-at-issue,5,wh-Question,1,1st half
lhd8e36fhb6ehmq40nj416bdo5,m,6,2,6.2,Children,Older Children,gewinnen3_non,gewinnen3,gewinnen,soft,non-at-issue,4,Polar Question,2,1st half
lhd8e36fhb6ehmq40nj416bdo5,m,6,2,6.2,Children,Older Children,schaffen4_non,schaffen4,schaffen,soft,non-at-issue,5,wh-Question,3,1st half
lhd8e36fhb6ehmq40nj416bdo5,m,6,2,6.2,Children,Older Children,appRel6_non,appRel6,appRel,appo,non-at-issue,5,wh-Question,4,1st half
lhd8e36fhb6ehmq40nj416bdo5,m,6,2,6.2,Children,Older Children,auch3_at,auch3,auch,hard,at-issue,4,Polar Question,5,1st half
lhd8e36fhb6ehmq40nj416bdo5,m,6,2,6.2,Children,Older Children,entdecken3_at,entdecken3,entdecken,soft,at-issue,5,wh-Question,6,1st half
lhd8e36fhb6ehmq40nj416bdo5,m,6,2,6.2,Children,Older Children,auch2_non,auch2,auch,hard,non-at-issue,5,Polar Question,7,1st half
lhd8e36fhb6ehmq40nj416bdo5,m,6,2,6.2,Children,Older Children,gewinnen2_at,gewinnen2,gewinnen,soft,at-issue,5,Polar Question,8,1st half
lhd8e36fhb6ehmq40nj416bdo5,m,6,2,6.2,Children,Older Children,wieder1_non,wieder1,wieder,hard,non-at-issue,5,Polar Question,9,1st half
lhd8e36fhb6ehmq40nj416bdo5,m,6,2,6.2,Children,Older Children,appRel3_at,appRel3,appRel,appo,at-issue,5,wh-Question,10,1st half
lhd8e36fhb6ehmq40nj416bdo5,m,6,2,6.2,Children,Older Children,appRel4_non,appRel4,appRel,appo,non-at-issue,5,wh-Question,11,1st half
lhd8e36fhb6ehmq40nj416bdo5,m,6,2,6.2,Children,Older Children,appRel10_non,appRel10,appRel,appo,non-at-issue,5,wh-Question,12,1st half
lhd8e36fhb6ehmq40nj416bdo5,m,6,2,6.2,Children,Older Children,entdecken1_at,entdecken1,entdecken,soft,at-issue,4,wh-Question,13,1st half
lhd8e36fhb6ehmq40nj416bdo5,m,6,2,6.2,Children,Older Children,cleft3_non,cleft3,cleft,hard,non-at-issue,5,wh-Question,14,1st half
lhd8e36fhb6ehmq40nj416bdo5,m,6,2,6.2,Children,Older Children,cleft4_at,cleft4,cleft,hard,at-issue,5,wh-Question,15,2nd half
lhd8e36fhb6ehmq40nj416bdo5,m,6,2,6.2,Children,Older Children,gewinnen1_non,gewinnen1,gewinnen,soft,non-at-issue,4,Polar Question,16,2nd half
lhd8e36fhb6ehmq40nj416bdo5,m,6,2,6.2,Children,Older Children,appRel9_at,appRel9,appRel,appo,at-issue,5,wh-Question,17,2nd half
lhd8e36fhb6ehmq40nj416bdo5,m,6,2,6.2,Children,Older Children,appRel8_non,appRel8,appRel,appo,non-at-issue,2,wh-Question,18,2nd half
lhd8e36fhb6ehmq40nj416bdo5,m,6,2,6.2,Children,Older Children,appRel1_at,appRel1,appRel,appo,at-issue,4,wh-Question,19,2nd half
lhd8e36fhb6ehmq40nj416bdo5,m,6,2,6.2,Children,Older Children,appRel7_at,appRel7,appRel,appo,at-issue,5,wh-Question,20,2nd half
lhd8e36fhb6ehmq40nj416bdo5,m,6,2,6.2,Children,Older Children,appRel5_at,appRel5,appRel,appo,at-issue,5,wh-Question,21,2nd half
lhd8e36fhb6ehmq40nj416bdo5,m,6,2,6.2,Children,Older Children,schaffen3_at,schaffen3,schaffen,soft,at-issue,5,wh-Question,22,2nd half
lhd8e36fhb6ehmq40nj416bdo5,m,6,2,6.2,Children,Older Children,entdecken2_non,entdecken2,entdecken,soft,non-at-issue,5,wh-Question,23,2nd half
lhd8e36fhb6ehmq40nj416bdo5,m,6,2,6.2,Children,Older Children,wieder3_non,wieder3,wieder,hard,non-at-issue,4,Polar Question,24,2nd half
lhd8e36fhb6ehmq40nj416bdo5,m,6,2,6.2,Children,Older Children,auch1_at,auch1,auch,hard,at-issue,5,Polar Question,25,2nd half
lhd8e36fhb6ehmq40nj416bdo5,m,6,2,6.2,Children,Older Children,wieder2_at,wieder2,wieder,hard,at-issue,5,Polar Question,26,2nd half
lhd8e36fhb6ehmq40nj416bdo5,m,6,2,6.2,Children,Older Children,appRel2_non,appRel2,appRel,appo,non-at-issue,4,wh-Question,27,2nd half
ges0p0dc3sigk2mp9kfiitbh76,m,4,11,4.9,Children,Younger Children,appRel7_at,appRel7,appRel,appo,at-issue,1,wh-Question,1,1st half
ges0p0dc3sigk2mp9kfiitbh76,m,4,11,4.9,Children,Younger Children,cleft2_at,cleft2,cleft,hard,at-issue,2,wh-Question,2,1st half
ges0p0dc3sigk2mp9kfiitbh76,m,4,11,4.9,Children,Younger Children,cleft3_non,cleft3,cleft,hard,non-at-issue,5,wh-Question,3,1st half
ges0p0dc3sigk2mp9kfiitbh76,m,4,11,4.9,Children,Younger Children,schaffen2_non,schaffen2,schaffen,soft,non-at-issue,3,wh-Question,4,1st half
ges0p0dc3sigk2mp9kfiitbh76,m,4,11,4.9,Children,Younger Children,appRel9_at,appRel9,appRel,appo,at-issue,4,wh-Question,5,1st half
ges0p0dc3sigk2mp9kfiitbh76,m,4,11,4.9,Children,Younger Children,auch3_at,auch3,auch,hard,at-issue,4,Polar Question,6,1st half
ges0p0dc3sigk2mp9kfiitbh76,m,4,11,4.9,Children,Younger Children,appRel5_at,appRel5,appRel,appo,at-issue,2,wh-Question,7,1st half
ges0p0dc3sigk2mp9kfiitbh76,m,4,11,4.9,Children,Younger Children,cleft1_non,cleft1,cleft,hard,non-at-issue,4,wh-Question,8,1st half
ges0p0dc3sigk2mp9kfiitbh76,m,4,11,4.9,Children,Younger Children,appRel6_non,appRel6,appRel,appo,non-at-issue,2,wh-Question,9,1st half
ges0p0dc3sigk2mp9kfiitbh76,m,4,11,4.9,Children,Younger Children,appRel10_non,appRel10,appRel,appo,non-at-issue,4,wh-Question,10,1st half
ges0p0dc3sigk2mp9kfiitbh76,m,4,11,4.9,Children,Younger Children,gewinnen1_non,gewinnen1,gewinnen,soft,non-at-issue,5,Polar Question,11,1st half
ges0p0dc3sigk2mp9kfiitbh76,m,4,11,4.9,Children,Younger Children,entdecken1_at,entdecken1,entdecken,soft,at-issue,5,wh-Question,12,1st half
ges0p0dc3sigk2mp9kfiitbh76,m,4,11,4.9,Children,Younger Children,gewinnen2_at,gewinnen2,gewinnen,soft,at-issue,4,Polar Question,13,1st half
ges0p0dc3sigk2mp9kfiitbh76,m,4,11,4.9,Children,Younger Children,schaffen1_at,schaffen1,schaffen,soft,at-issue,4,wh-Question,14,1st half
ges0p0dc3sigk2mp9kfiitbh76,m,4,11,4.9,Children,Younger Children,appRel3_at,appRel3,appRel,appo,at-issue,3,wh-Question,15,2nd half
ges0p0dc3sigk2mp9kfiitbh76,m,4,11,4.9,Children,Younger Children,appRel2_non,appRel2,appRel,appo,non-at-issue,2,wh-Question,16,2nd half
ges0p0dc3sigk2mp9kfiitbh76,m,4,11,4.9,Children,Younger Children,entdecken2_non,entdecken2,entdecken,soft,non-at-issue,1,wh-Question,17,2nd half
ges0p0dc3sigk2mp9kfiitbh76,m,4,11,4.9,Children,Younger Children,auch1_at,auch1,auch,hard,at-issue,1,Polar Question,18,2nd half
ges0p0dc3sigk2mp9kfiitbh76,m,4,11,4.9,Children,Younger Children,wieder1_non,wieder1,wieder,hard,non-at-issue,2,Polar Question,19,2nd half
